index	status	map_line
529	VERIFIED	0002:00550bf0 ?LaunchFlagAndTrigger@_mp_ctf@@YAXVentity@Broc@@Uvector@3@11@Z 00D400F0 f mp_util_wad.o
530	VERIFIED	0002:00550c40 ?Launch@Broc@@YAXABVentity@1@ABUvector@1@@Z 00D40140 f i mp_util_wad.o	VERIFIED: IDA 0x00950C40 matches the existing entity-handle and velocity forward to mLaunch
531	VERIFIED	0002:00550c70 ?EntityOff@_mp_ctf@@YAXVentity@Broc@@@Z 00D40170 f mp_util_wad.o
532	VERIFIED	0002:00550cd0 ?CompassUnderlay@_mp_ctf@@YAXVentity@Broc@@@Z 00D401D0 f mp_util_wad.o
533	PORTED	0002:00550f30 ?HandlePickupFlag@_mp_ctf@@YAXHVentity@Broc@@Ubbool@@1@Z 00D40430 f mp_util_wad.o
534	VERIFIED	0002:005528e0 ?SetOwner@Broc@@YAXABVentity@1@0@Z 00D41DE0 f i mp_util_wad.o	VERIFIED: IDA 0x009528E0 matches the existing two-entity-handle forward to mSetOwner
535	VERIFIED	0002:00552920 ?GiveWeapon@Broc@@YAXABVentity@1@ABVstring@1@@Z 00D41E20 f i mp_util_wad.o	VERIFIED: IDA 0x00952920 matches the existing entity-handle and string forward to mGiveWeapon
536	VERIFIED	0002:00552950 ?SetWeaponSlotClipAmmo@Broc@@YAXABVentity@1@ABVstring@1@H@Z 00D41E50 f i mp_util_wad.o	VERIFIED: IDA 0x00952950 matches the existing entity-handle, string, and integer forward to mSetWeaponSlotClipAmmo
537	VERIFIED	0002:00552990 ?ObjectiveRing@@YAXHH@Z 00D41E90 f i mp_util_wad.o	VERIFIED: IDA 0x00952990 matches the existing direct mObjectiveRing forward
538	FIXED	0002:005529c0 ?CompassUnderlay__functor@_mp_ctf@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D41EC0 f i mp_util_wad.o	FIXED: matched IDA return type as AeThreadFunctor1<Broc::entity>*
539	VERIFIED	0002:00552a60 ?CallbackPickupScriptItem@_mp_ctf@@YAXHVentity@Broc@@H@Z 00D41F60 f mp_util_wad.o
540	VERIFIED	0002:00552f00 ?Code_PickupItem@Broc@@YAXHVentity@1@@Z 00D42400 f i mp_util_wad.o
541	VERIFIED	0002:00552f30 ?CallbackDropItem@_mp_ctf@@YAXHHUvector@Broc@@00@Z 00D42430 f mp_util_wad.o
542	FIXED	0002:005533a0 ?WaitForFlagTimeOut__functor@_mp_ctf@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D428A0 f i mp_util_wad.o	FIXED: matched IDA return type as AeThreadFunctor1<Broc::entity>*
543	VERIFIED	0002:00553440 ?WaitForFlagTimeOut@_mp_ctf@@YAXVentity@Broc@@@Z 00D42940 f mp_util_wad.o
544	VERIFIED	0002:005536d0 ?DestroyIcon@_mp_ctf@@YAXVentity@Broc@@@Z 00D42BD0 f mp_util_wad.o
545	VERIFIED	0002:00553720 ?WaitForNoTouchFlag@_mp_ctf@@YAXVentity@Broc@@@Z 00D42C20 f mp_util_wad.o
546	VERIFIED	0002:00553870 ?PickupFlag@_mp_ctf@@YAXVentity@Broc@@@Z 00D42D70 f mp_util_wad.o
547	VERIFIED	0002:005540f0 ??4bint@@QAEHM@Z 00D435F0 f i mp_util_wad.o	VERIFIED: current source matches IDA 0x009540F0 float store and int return
548	VERIFIED	0002:00554120 ?UseButtonPressed@Broc@@YAHABVentity@1@@Z 00D43620 f i mp_util_wad.o	VERIFIED: IDA 0x00954120 matches the existing const entity-reference forward to mUseButtonPressed
549	FIXED	0002:00554150 ?WaitForNoTouchFlag__functor@_mp_ctf@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D43650 f i mp_util_wad.o	FIXED: matched IDA return type as AeThreadFunctor1<Broc::entity>*
550	VERIFIED	0002:005541f0 ?Goal@_mp_ctf@@YAXVentity@Broc@@@Z 00D436F0 f mp_util_wad.o
551	VERIFIED	0002:00554940 ?Code_AreaCaptured@Broc@@YAXHHH@Z 00D43E40 f i mp_util_wad.o	VERIFIED: IDA 0x00954940 matches the existing three-argument mAreaCaptured forward
552	VERIFIED	0002:00554970 ?FlagThreadLauncher@_mp_ctf@@YAXVentity@Broc@@@Z 00D43E70 f mp_util_wad.o
553	VERIFIED	0002:00555090 ??4targetname_struct@__unnamed@entity@Broc@@QAEABVstring@3@ABV43@@Z 00D44590 f i mp_util_wad.o	VERIFIED: IDA 0x00955090 matches the existing targetname forward and rhs return
554	VERIFIED	0002:005550e0 ?Spawn@Broc@@YA?AVentity@1@ABVstring@1@ABUvector@1@AAU41@2HW4TPakInfo@@@Z 00D445E0 f i mp_util_wad.o	VERIFIED: IDA 0x009550E0 matches the existing mSpawnWithFlagAndSize call and entity construction
555	VERIFIED	0002:00555130 ?LinkTo@Broc@@YAXABVentity@1@0@Z 00D44630 f i mp_util_wad.o	VERIFIED: IDA 0x00955130 matches the existing two-handle mLinkTo3 forward
556	VERIFIED	0002:00555170 ?CallbackPlayerJoin@_mp_ctf@@YAXVentity@Broc@@IH@Z 00D44670 f mp_util_wad.o
557	FIXED	0002:00555250 ?ObjectiveUpdater__functor@_mp_ctf@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D44750 f i mp_util_wad.o	FIXED: matched IDA return type as AeThreadFunctor1<Broc::entity>*
558	VERIFIED	0002:005552f0 ?CallbackPlayerEnter@_mp_ctf@@YAXVentity@Broc@@H@Z 00D447F0 f mp_util_wad.o
559	VERIFIED	0002:00555400 ?UnlinkFlag@_mp_ctf@@YAXVentity@Broc@@@Z 00D44900 f mp_util_wad.o
560	PORTED	0002:00555620 ?RenderFlagInfo@_mp_ctf@@YAXVentity@Broc@@Ubint@@1@Z 00D44B20 f mp_util_wad.o
561	VERIFIED	0002:00555af0 ?Code_DebugRenderText@Broc@@YAXPBDHH@Z 00D44FF0 f i mp_util_wad.o	VERIFIED: IDA 0x00955AF0 matches the existing text/x/y mDebugRenderText forward
562	VERIFIED	0002:00555b20 ?CallbackDebugRender@_mp_ctf@@YAXXZ 00D45020 f mp_util_wad.o
563	VERIFIED	0002:005562e0 ?Code_DebugRenderEntityBBox@Broc@@YAXVentity@1@ABUvector@1@M@Z 00D457E0 f i mp_util_wad.o	VERIFIED: IDA 0x009562E0 matches the existing entity-handle/color/alpha forward
564	VERIFIED	0002:00556320 ?Code_DebugRenderSphere@Broc@@YAXABUvector@1@M0M@Z 00D45820 f i mp_util_wad.o	VERIFIED: IDA 0x00956320 matches the existing point/radius/color/alpha forward
565	FIXED	0002:00556360 ?GetSpawnPoint@_mp_ctf@@YA?AVentity@Broc@@AAV23@ABVstring@3@@Z 00D45860 f mp_util_wad.o	FIXED: matched IDA 0x00956360 spawn-type fallback/copy order and removed duplicate automatic dyn_array/string destruction
566	VERIFIED	0002:005565d0 ?main@_mp_dm@@YAXVentity@Broc@@@Z 00D45AD0 f mp_util_wad.o
567	PORTED	0002:005566b0 ?StartGame__functor@_mp_dm@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D45BB0 f i mp_util_wad.o	PORTED: Added exact AeThreadFunctor1 allocation/constructor path from IDA 0x009566B0
568	PORTED	0002:00556750 ?StartGame@_mp_dm@@YAXVentity@Broc@@@Z 00D45C50 f mp_util_wad.o	PORTED: Added exact IDA 0x00956750 round-start, RunFrame thread, and Code_EnterGame sequence
569	PORTED	0002:005567f0 ?GetSpawnPoint@_mp_dm@@YA?AVentity@Broc@@AAV23@ABVstring@3@@Z 00D45CF0 f mp_util_wad.o	PORTED: Added exact IDA 0x009567F0 spawn-type selection, entity query, DM spawn selection, and result construction
570	VERIFIED	0002:00556920 ?main@_mp_hq@@YAXVentity@Broc@@@Z 00D45E20 f mp_util_wad.o
571	FIXED	0002:00556ca0 ?StartGame__functor@_mp_hq@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D461A0 f i mp_util_wad.o	FIXED: matched IDA return type as AeThreadFunctor1<Broc::entity>*
572	FIXED	0002:00556d40 ?StartGame@_mp_hq@@YAXVentity@Broc@@@Z 00D46240 f mp_util_wad.o	FIXED: IDA 0x00956D40 copies pLevel->_base.entity (or null) into RunFrame__functor
573	VERIFIED	0002:00556e90 ?IsLocalHost@Broc@@YA_NXZ 00D46390 f i mp_util_wad.o
574	FIXED	0002:00556eb0 ?Host_ResetStage1@_mp_hq@@YAXXZ 00D463B0 f mp_util_wad.o	FIXED: IDA 0x00956EB0 copies pLevel->_base.entity (or null) into Host_FlowControl__functor
575	FIXED	0002:00556f40 ?Host_FlowControl__functor@_mp_hq@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D46440 f i mp_util_wad.o	FIXED: matched IDA return type as AeThreadFunctor1<Broc::entity>*
576	FIXED	0002:00556fe0 ?Host_FlowControl@_mp_hq@@YAXVentity@Broc@@@Z 00D464E0 f mp_util_wad.o	FIXED: IDA 0x00956FE0 uses pLevel->_base.entity (or null) for both endon paths; updated no-arg SwitchToRadioOnly, SetUpStage3, HQ_Defended, and HQ_Destroyed calls
577	FIXED	0002:005573e0 ?AddPoints@_mp_hq@@YAXUbint@@0@Z 00D468E0 f mp_util_wad.o	FIXED: matched IDA 0x009573E0 team-score calls and removed duplicate automatic string destruction
578	VERIFIED	0002:005574d0 ?NoRespawnForDefenders@_mp_hq@@YAXUbbool@@@Z 00D469D0 f mp_util_wad.o	VERIFIED: IDA 0x009574D0 matches the port's teamCantRespawn assignment branches
579	FIXED	0002:00557570 ?HQ_Destroyed@_mp_hq@@YAXXZ 00D46A70 f mp_util_wad.o	FIXED: IDA 0x00957570 clears player setup state, awards points, plays effect/dialogs, and launches ResetGame
580	FIXED	0002:00557c70 ?ResetGame__functor@_mp_hq@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D47170 f i mp_util_wad.o	FIXED: corrected return type to AeThreadFunctor1<Broc::entity>* per IDA 0x00957C70
581	FIXED	0002:00557d10 ?HQ_Defended@_mp_hq@@YAXXZ 00D47210 f mp_util_wad.o	FIXED: IDA 0x00957D10 clears player setup state, plays effect/dialogs, and launches ResetGame
582	FIXED	0002:00558390 ?Host_PickInitialPoints@_mp_hq@@YAXXZ 00D47890 f mp_util_wad.o	FIXED: IDA 0x00958390 stores HQ target trigger on the level entity, reads that same trigger for triggerIndex, and returns trigger presence
583	PORTED	0002:00558750 ?Get@key_struct@__unnamed@entity@Broc@@QBE?BUbint@@XZ 00D47C50 f i mp_util_wad.o	PORTED: Added IDA 0x00958750 m_entity_get_key call and placement construction of the bint result
584	PORTED	0002:00558790 ??Centity@Broc@@QAEPAULocalFields@mp_util_wad@@XZ 00D47C90 f i mp_util_wad.o	PORTED: added IDA 0x00958790 operator-> forwarding to LocalEE
585	PORTED	0002:005587c0 ?LocalEE@entity@Broc@@QBEPAULocalFields@mp_util_wad@@XZ 00D47CC0 f i mp_util_wad.o	PORTED: added IDA 0x009587D0 GetEE-backed LocalFields pointer; mp_level_wad type is the 20-byte alias
586	PORTED	0002:005587f0 ??4trigger_struct@__unnamed@LocalFields@mp_util_wad@@QAEABVentity@Broc@@ABV45@@Z 00D47CF0 f i mp_util_wad.o	PORTED: added IDA 0x009587F0 SetVal key 0xF2F5EAB4 and return-rhs wrapper
587	PORTED	0002:00558830 ?Get@trigger_struct@__unnamed@LocalFields@mp_util_wad@@QAE?AVentity@Broc@@XZ 00D47D30 f i mp_util_wad.o	PORTED: added IDA 0x00958830 GetVal key 0xF2F5EAB4 into the result entity
588	FIXED	0002:00558870 ?SetupStage1@_mp_hq@@YAXXZ 00D47D70 f mp_util_wad.o	FIXED: IDA 0x00958870 calls no-arg RemoveRadioModel
589	FIXED	0002:005588a0 ?SetUpStage3@_mp_hq@@YAXXZ 00D47DA0 f mp_util_wad.o	FIXED: IDA 0x009588A0 ports objective replacement, defender respawn lock, established-HQ effect, team dialog threads, radio timer reset, and setup graphic
590	VERIFIED	0002:00558ee0 ?ShowHQDestroyed@_mp_hq@@YAXXZ 00D483E0 f mp_util_wad.o	VERIFIED: IDA 0x00958EE0 matches the shutdown/award messages and 3000ms string timer
591	VERIFIED	0002:00558f90 ?ShowHQDefended@_mp_hq@@YAXXZ 00D48490 f mp_util_wad.o	VERIFIED: IDA 0x00958F90 matches the defended message and 3000ms string timer
592	VERIFIED	0002:00559010 ?ShowHQSetUp@_mp_hq@@YAXXZ 00D48510 f mp_util_wad.o	VERIFIED: IDA 0x00959010 resets radioTriggerTime, selects the setup message, and sets the 3000ms string timer
593	VERIFIED	0002:005590b0 ?ShowSetupGraphic@_mp_hq@@YAXVentity@Broc@@@Z 00D485B0 f mp_util_wad.o
594	VERIFIED	0002:00559120 ?ShowDestructionGraphic@_mp_hq@@YAXVentity@Broc@@@Z 00D48620 f mp_util_wad.o
595	VERIFIED	0002:00559190 ?ShowLosingHQGraphic@_mp_hq@@YAXVentity@Broc@@@Z 00D48690 f mp_util_wad.o
596	FIXED	0002:00559200 ?ShowProgressBar@_mp_hq@@YAXVentity@Broc@@Vstring@3@@Z 00D48700 f mp_util_wad.o	FIXED: IDA 0x00959200 uses pLevel->_base.entity (or null) for endon
597	FIXED	0002:005593a0 ??Zbint@@QAEHH@Z 00D488A0 f i mp_util_wad.o	FIXED: IDA 0x009593A0 returns the updated integer value after subtracting the int rhs
598	FIXED	0002:005593e0 ?TriggerRadio@_mp_hq@@YAXVentity@Broc@@@Z 00D488E0 f mp_util_wad.o	FIXED: IDA 0x009593E0 stage-2 radio capture/conflict handling and stage-3 attacker/defender progress, effects, hints, and host transitions ported
599	FIXED	0002:0055ad50 ??D@YA?AUbfloat@@Ubint@@U0@@Z 00D4A250 f i mp_util_wad.o	FIXED: IDA 0x0095AD50 multiplies bfloat by bint in float space
600	FIXED	0002:0055ada0 ??H@YA?AUbfloat@@Ubint@@U0@@Z 00D4A2A0 f i mp_util_wad.o	FIXED: IDA 0x0095ADA0 adds bint to bfloat in float space
601	FIXED	0002:0055adf0 ??4key_struct@__unnamed@entity@Broc@@QAEABHABH@Z 00D4A2F0 f i mp_util_wad.o	FIXED: IDA 0x0095ADF0 forwards key assignment through m_entity_set_key and returns rhs
602	FIXED	0002:0055ae30 ?IsTouching@Broc@@YA_NABVentity@1@0@Z 00D4A330 f i mp_util_wad.o	FIXED: IDA 0x0095AE30 forwards both entity handles through mIsTouching and returns bool
603	FIXED	0002:0055ae70 ??4bint@@QAEHUbfloat@@@Z 00D4A370 f i mp_util_wad.o	FIXED: IDA 0x0095AE70 assigns defined bfloat values and uses bint::sUndefined for NaN
604	FIXED	0002:0055aed0 ?IsDefined@bfloat@@QBE_NXZ 00D4A3D0 f i mp_util_wad.o	FIXED: IDA 0x0095AED0 returns true when bfloat is not NaN
605	FIXED	0002:0055af10 ?SwitchToRadioOnly@_mp_hq@@YAXXZ 00D4A410 f mp_util_wad.o	FIXED: IDA 0x0095AF10 no-arg radio objective, trigger handler, and HQ-ready effect ported
606	FIXED	0002:0055b0f0 ?AddRadioModel@_mp_hq@@YAXXZ 00D4A5F0 f mp_util_wad.o	FIXED: IDA 0x0095B0F0 resolves hq_radio and positions it at pointA when pointA_isHQ
607	FIXED	0002:0055b1e0 ?RemoveRadioModel@_mp_hq@@YAXXZ 00D4A6E0 f mp_util_wad.o	FIXED: IDA 0x0095B1E0 resolves hq_radio and moves it to (0,0,-10000)
608	FIXED	0002:0055b2c0 ?ClearGame@_mp_hq@@YAXXZ 00D4A7C0 f mp_util_wad.o	FIXED: IDA 0x0095B2C0 notifies pLevel->_base.entity (or null); updated no-arg RemoveRadioModel call
609	VERIFIED	0002:0055b4f0 ?RemoveEventHandler@Broc@@YA_NABVentity@1@UHashStr@@1@Z 00D4A9F0 f i mp_util_wad.o	VERIFIED: Existing forwarding implementation matches IDA 0x0095B4F0
610	FIXED	0002:0055b540 ?ResetGame@_mp_hq@@YAXVentity@Broc@@@Z 00D4AA40 f mp_util_wad.o	FIXED: IDA 0x0095B540 notifies pLevel->_base.entity (or null)
611	VERIFIED	0002:0055b610 ?GetSpawnPoint@_mp_hq@@YA?AVentity@Broc@@AAV23@ABVstring@3@@Z 00D4AB10 f mp_util_wad.o	VERIFIED: Existing spawn-type selection and get_spawnpoint_near_team_away_from_radios call match IDA 0x0095B610
612	FIXED	0002:0055b740 ?GetTriggerFromIndex@_mp_hq@@YAXXZ 00D4AC40 f mp_util_wad.o	FIXED: IDA 0x0095B740 stores the trigger through the level entity's trigger field
613	VERIFIED	0002:0055b920 ?BroadcastGameState@_mp_hq@@YAXXZ 00D4AE20 f mp_util_wad.o
614	VERIFIED	0002:0055bab0 ?Code_SendGameStateHQ@Broc@@YAXVentity@1@IABUvector@1@1I_N2@Z 00D4AFB0 f i mp_util_wad.o	VERIFIED: Existing forwarding implementation matches IDA 0x0095BAB0
615	VERIFIED	0002:0055bb30 ?SyncScores@_mp_hq@@YAXXZ 00D4B030 f mp_util_wad.o
616	FIXED	0002:0055be00 ?Track_Ownership@_mp_hq@@YAXVentity@Broc@@@Z 00D4B300 f mp_util_wad.o	FIXED: IDA 0x0095BE00 waits for HQ stage 3, awards one point per second to the defending side, and exits on the level notify
617	FIXED	0002:0055bf20 ?String_Timer@_mp_hq@@YAXVentity@Broc@@@Z 00D4B420 f mp_util_wad.o	FIXED: IDA 0x0095BF20 uses pLevel->_base.entity (or null) for endon
618	FIXED	0002:0055c010 ?CallbackGameStateHQ@_mp_hq@@YAXIUvector@Broc@@0IHH@Z 00D4B510 f mp_util_wad.o	FIXED: IDA 0x0095C010 stage-2 EffectEventPlay now receives pLevel->_base.entity; SwitchToRadioOnly is no-arg; stage 3 passes the actual level entity to Track_Ownership; stages 4/5 call no-arg HQ_Defended/HQ_Destroyed
619	FIXED	0002:0055c380 ??M@YA?AUbbool@@Ubint@@I@Z 00D4B880 f i mp_util_wad.o	FIXED: IDA 0x0095C380 returns a bbool containing the bint-to-int comparison result
620	FIXED	0002:0055c3c0 ?Track_Ownership__functor@_mp_hq@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D4B8C0 f i mp_util_wad.o	FIXED: IDA 0x0095C3C0 constructs and returns AeThreadFunctor1<Broc::entity>
621	VERIFIED	0002:0055c460 ?CallbackGameState@_mp_hq@@YAXHHHHHHHHHHHHH@Z 00D4B960 f mp_util_wad.o
622	FIXED	0002:0055c4d0 ?CallbackNextRound@_mp_hq@@YAXXZ 00D4B9D0 f mp_util_wad.o	FIXED: IDA 0x0095C4D0 uses pLevel->_base.entity (or null) for both notify paths
623	FIXED	0002:0055c5f0 ?CallbackRoundOver@_mp_hq@@YAXHVstring@Broc@@@Z 00D4BAF0 f mp_util_wad.o	FIXED: IDA 0x0095C5F0 notifies pLevel->_base.entity (or null)
624	VERIFIED	0002:0055c6f0 ?CallbackPlayerJoin@_mp_hq@@YAXVentity@Broc@@IH@Z 00D4BBF0 f mp_util_wad.o
625	VERIFIED	0002:0055c740 ?CallbackPlayerEnter@_mp_hq@@YAXVentity@Broc@@H@Z 00D4BC40 f mp_util_wad.o
626	VERIFIED	0002:0055c820 ?CallbackPlayerKilled@_mp_hq@@YAXVentity@Broc@@00HHH@Z 00D4BD20 f mp_util_wad.o
627	VERIFIED	0002:0055cce0 ?CallbackPlayerLeave@_mp_hq@@YAXVentity@Broc@@@Z 00D4C1E0 f mp_util_wad.o
628	FIXED	0002:0055cd20 ?CallbackHostMigrated@_mp_hq@@YAXXZ 00D4C220 f mp_util_wad.o	FIXED: IDA 0x0095CD20 constructs Host_FlowControl with pLevel->_base.entity (or null); source reverified
629	VERIFIED	0002:0055cdd0 ?CallbackHostOptionsChanged@_mp_hq@@YAXH@Z 00D4C2D0 f mp_util_wad.o
630	VERIFIED	0002:0055ce20 ?CallbackGetTeamCapturingHQPercent@_mp_hq@@YAHVentity@Broc@@@Z 00D4C320 f mp_util_wad.o
631	VERIFIED	0002:0055cf90 ?CallbackGetTeamDestroyingHQPercent@_mp_hq@@YAHXZ 00D4C490 f mp_util_wad.o
632	VERIFIED	0002:0055d130 ?CallbackGetHQCaptureStatus@_mp_hq@@YAHXZ 00D4C630 f mp_util_wad.o
633	VERIFIED	0002:0055d1a0 ?CallbackDebugRender@_mp_hq@@YAXXZ 00D4C6A0 f mp_util_wad.o
634	VERIFIED	0002:0055d1c0 ?compare@_mp_hq@@YA?AUbint@@ABUvector@Broc@@0@Z 00D4C6C0 f mp_util_wad.o	VERIFIED: Existing component-wise vector comparison and fallback result match IDA 0x0095D1C0
635	FIXED	0002:0055d300 ??9bfloat@@QBE_NM@Z 00D4C800 f i mp_util_wad.o	FIXED: IDA 0x0095D300 bfloat::operator!=(float) added
636	VERIFIED	0002:0055d350 ?SortPoints@_mp_hq@@YAXXZ 00D4C850 f mp_util_wad.o	VERIFIED: Existing HQ-point insertion ordering and swaps match IDA 0x0095D350
637	VERIFIED	0002:0055d5a0 ?GetCapSpeed@_mp_hq@@YA?AUbfloat@@Ubint@@@Z 00D4CAA0 f mp_util_wad.o	VERIFIED: Existing geometric capture-speed accumulation matches IDA 0x0095D5A0
638	FIXED	0002:0055d660 ??Xbfloat@@QAEMM@Z 00D4CB60 f i mp_util_wad.o	FIXED: IDA 0x0095D660 bfloat::operator*=(float) and AssertDefined path added
639	VERIFIED	0002:0055d6b0 ?main@_mp_loadout@@YAXXZ 00D4CBB0 f mp_util_wad.o
640	VERIFIED	0002:0055d7a0 ?SetTeams@_mp_loadout@@YAXVstring@Broc@@0@Z 00D4CCA0 f mp_util_wad.o
641	VERIFIED	0002:0055dd60 ?SetAlliesModels@_mp_loadout@@YAXUbint@@Vstring@Broc@@@Z 00D4D260 f mp_util_wad.o	VERIFIED: Existing model-table indexing and assignment match IDA 0x0095DD60
642	VERIFIED	0002:0055ddf0 ?SetAxisModels@_mp_loadout@@YAXUbint@@Vstring@Broc@@@Z 00D4D2F0 f mp_util_wad.o	VERIFIED: Existing axis model offset/index and assignment match IDA 0x0095DDF0
643	VERIFIED	0002:0055de90 ?GiveLoadout@_mp_loadout@@YAXVentity@Broc@@@Z 00D4D390 f mp_util_wad.o
644	VERIFIED	0002:0055df10 ?UpdatePlayerModelForRank@_mp_loadout@@YAXVentity@Broc@@@Z 00D4D410 f mp_util_wad.o
645	VERIFIED	0002:0055e080 ?SetAiType@Broc@@YAXABVentity@1@ABVstring@1@W4TPakInfo@@@Z 00D4D580 f i mp_util_wad.o	VERIFIED: Existing mSetAiType callback forwarding matches IDA 0x0095E080
646	VERIFIED	0002:0055e0c0 ?SetPlayerModel@_mp_loadout@@YAXVentity@Broc@@@Z 00D4D5C0 f mp_util_wad.o
647	VERIFIED	0002:0055e1e0 ?SetViewModel@Broc@@YAXABVentity@1@ABVstring@1@@Z 00D4D6E0 f i mp_util_wad.o	VERIFIED: Existing mSetViewModel callback forwarding matches IDA 0x0095E1E0
648	VERIFIED	0002:0055e210 ?DisplayYouWillSpawnWithMessage@_mp_loadout@@YAXVentity@Broc@@@Z 00D4D710 f mp_util_wad.o
649	VERIFIED	0002:0055e270 ?GiveWeapons@_mp_loadout@@YAXVentity@Broc@@Ubint@@1@Z 00D4D770 f mp_util_wad.o	VERIFIED: Existing weapon/pistol, special, ammo, and switch flow matches IDA 0x0095E270
650	VERIFIED	0002:0055e600 ?Code_SetSpecialRecharge@Broc@@YAXHHHH@Z 00D4DB00 f i mp_util_wad.o
651	VERIFIED	0002:0055e640 ?GiveAmmo@_mp_loadout@@YAXVentity@Broc@@Ubint@@1Ubbool@@@Z 00D4DB40 f mp_util_wad.o	VERIFIED: Existing primary/secondary/grenade ammo flow matches IDA 0x0095E640
652	VERIFIED	0002:0055e840 ?GiveAmmoPack@_mp_loadout@@YAXVentity@Broc@@Ubint@@1Ubbool@@@Z 00D4DD40 f mp_util_wad.o	VERIFIED: Existing rank/class/smoke ammo-pack branches match IDA 0x0095E840
653	VERIFIED	0002:0055ec60 ?CallbackGetTeamWeapon@_mp_loadout@@YAHPBDI@Z 00D4E160 f mp_util_wad.o
654	FIXED	0002:0055ee40 ?GetWeaponIndex@Broc@@YAHABVstring@1@@Z 00D4E340 f i mp_util_wad.o	FIXED: IDA 0x0095EE40 forwards to mGetWeaponIndex; callback/layout added
655	VERIFIED	0002:0055ee70 ?GetAlliesWeapon@_mp_loadout@@YAPBDVstring@Broc@@Ubint@@@Z 00D4E370 f mp_util_wad.o	VERIFIED: Existing allies team validation and weapon fallback match IDA 0x0095EE70
656	VERIFIED	0002:0055ef60 ?GetAxisWeapon@_mp_loadout@@YAPBDVstring@Broc@@Ubint@@@Z 00D4E460 f mp_util_wad.o	VERIFIED: Existing axis team validation and weapon fallback match IDA 0x0095EF60
657	VERIFIED	0002:0055f050 ?GetAmericanWeapon@_mp_loadout@@YAPBDUbint@@@Z 00D4E550 f mp_util_wad.o	VERIFIED: Existing class-to-American-weapon switch matches IDA 0x0095F050
658	VERIFIED	0002:0055f0f0 ?GetGermanWeapon@_mp_loadout@@YAPBDUbint@@@Z 00D4E5F0 f mp_util_wad.o	VERIFIED: Existing class-to-German-weapon switch matches IDA 0x0095F0F0
659	VERIFIED	0002:0055f190 ?GetGrenadeWeapon@_mp_loadout@@YAPBDVstring@Broc@@Ubint@@@Z 00D4E690 f mp_util_wad.o	VERIFIED: Existing gametype/team/class grenade branches match IDA 0x0095F190
660	VERIFIED	0002:0055f430 ?GiveSpecialWeapon@_mp_loadout@@YAXVentity@Broc@@Ubint@@FUbbool@@@Z 00D4E930 f mp_util_wad.o	VERIFIED: Existing local-player special dispatch and respawn guards match IDA 0x0095F430
661	VERIFIED	0002:0055f6b0 ?GiveDualPistols@_mp_loadout@@YAXVentity@Broc@@F@Z 00D4EBB0 f mp_util_wad.o
662	FIXED	0002:0055f9b0 ?SetWeaponSlotAmmo@Broc@@YAXABVentity@1@ABVstring@1@H@Z 00D4EEB0 f i mp_util_wad.o	FIXED: IDA 0x0095F9B0 handle extraction and mSetWeaponSlotAmmo forwarding added
663	FIXED	0002:0055f9f0 ?GetFullClipAmmoCount@Broc@@YAHABVentity@1@ABVstring@1@@Z 00D4EEF0 f i mp_util_wad.o	FIXED: IDA 0x0095F9F0 handle extraction and mGetFullClipAmmoCount forwarding added
664	VERIFIED	0002:0055fa20 ?GiveBazooka@_mp_loadout@@YAXVentity@Broc@@F@Z 00D4EF20 f mp_util_wad.o
665	VERIFIED	0002:0055fc50 ?GiveSatchel@_mp_loadout@@YAXVentity@Broc@@F@Z 00D4F150 f mp_util_wad.o
666	VERIFIED	0002:0055fdf0 ?GiveMine@_mp_loadout@@YAXVentity@Broc@@F@Z 00D4F2F0 f mp_util_wad.o
667	VERIFIED	0002:0055ff90 ?GiveRifleGrenades@_mp_loadout@@YAXVentity@Broc@@F@Z 00D4F490 f mp_util_wad.o
668	VERIFIED	0002:005601d0 ?GiveArtillery@_mp_loadout@@YAXVentity@Broc@@@Z 00D4F6D0 f mp_util_wad.o
669	VERIFIED	0002:005603c0 ?ArtilleryDispenser__functor@_mp_loadout@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D4F8C0 f i mp_util_wad.o	VERIFIED: Existing 0xC allocation/null guard/AeThreadFunctor1 construction matches IDA 0x009603C0
670	VERIFIED	0002:00560460 ?GiveSmokeGrenadeSpecial@_mp_loadout@@YAXVentity@Broc@@F@Z 00D4F960 f mp_util_wad.o
671	VERIFIED	0002:005605d0 ?ArtilleryDispenser@_mp_loadout@@YAXVentity@Broc@@@Z 00D4FAD0 f mp_util_wad.o
672	VERIFIED	0002:00560d70 ?NotifyWhenTimerExpires__functor@_mp_loadout@@YAPAVAeThreadFunctor@@Ventity@Broc@@Ubint@@UHashStr@@@Z 00D50270 f i mp_util_wad.o	VERIFIED: Existing 0x14 allocation/null guard/AeThreadFunctor3 construction matches IDA 0x00960D70
